0990	3.9346e+00	5.5610e-03	6.5511e-01
1000	3.9731e+00	6.1926e-03	6.6618e-01
1010	4.0115e+00	6.0353e-03	6.7034e-01
1020	4.0500e+00	6.5267e-03	6.7708e-01
1030	4.0885e+00	6.6433e-03	6.7909e-01
1040	4.1269e+00	5.1059e-03	6.6276e-01
1050	4.1654e+00	4.1787e-03	6.5279e-01
1060	4.2038e+00	5.4090e-03	6.6962e-01
1070	4.2423e+00	4.8380e-03	6.6618e-01
1080	4.2808e+00	5.2599e-03	6.7042e-01
1090	4.3192e+00	5.5708e-03	6.8870e-01
1100	4.3577e+00	4.6573e-03	6.7056e-01
1110	4.3962e+00	4.4660e-03	6.7274e-01
1120	4.4346e+00	4.7431e-03	6.7400e-01
1130	4.4731e+00	4.2728e-03	6.7551e-01
1140	4.5115e+00	3.5356e-03	6.7558e-01
1150	4.5500e+00	4.0306e-03	6.7627e-01
1160	4.5885e+00	4.4338e-03	6.7737e-01
1170	4.6269e+00	3.6484e-03	6.7792e-01
1180	4.6654e+00	3.7396e-03	6.7903e-01
1190	4.7038e+00	2.8753e-03	6.7964e-01
1200	4.7423e+00	4.2034e-03	6.7956e-01
1210	4.7808e+00	3.4986e-03	6.7988e-01
1220	4.8192e+00	3.4166e-03	6.8416e-01
1230	4.8577e+00	2.6193e-03	6.8256e-01
1240	4.8962e+00	2.9031e-03	6.8562e-01
1250	4.9346e+00	2.6779e-03	6.8674e-01
1260	4.9731e+00	2.5361e-03	6.8710e-01
1270	5.0115e+00	2.9929e-03	6.8793e-01
1280	5.0500e+00	2.6367e-03	6.8856e-01
1290	5.0885e+00	2.8141e-03	6.8950e-01
1300	5.1269e+00	2.7674e-03	6.9026e-01
1310	5.1654e+00	2.6103e-03	6.9164e-01
1320	5.2038e+00	3.3026e-03	6.9347e-01
1330	5.2423e+00	2.3346e-03	6.9248e-01
1340	5.2808e+00	1.7846e-03	6.9307e-01
1350	5.3192e+00	2.4801e-03	6.9309e-01
1360	5.3577e+00	2.0901e-03	6.9642e-01
1370	5.3962e+00	2.1452e-03	6.9847e-01
1380	5.4346e+00	1.6716e-03	6.9633e-01
1390	5.4731e+00	1.6369e-03	6.9753e-01
1400	5.5115e+00	1.6059e-03	6.9684e-01
1410	5.5500e+00	1.6159e-03	7.0076e-01
1420	5.5885e+00	1.4877e-03	7.0030e-01
1430	5.6269e+00	1.2469e-03	7.0023e-01
1440	5.6654e+00	1.2742e-03	7.0196e-01
1450	5.7038e+00	1.4389e-03	7.0251e-01
1460	5.7423e+00	7.0724e-04	7.0212e-01
1470	5.7808e+00	5.1551e-04	7.0467e-01
1480	5.8192e+00	1.0520e-03	7.0463e-01
1490	5.8577e+00	6.4918e-04	7.0220e-01
1500	5.8962e+00	6.8831e-04	7.0473e-01
1510	5.9346e+00	7.9949e-04	7.0471e-01
1520	5.9731e+00	7.8009e-04	7.0782e-01
1530	6.0115e+00	-1.0182e-04	7.0741e-01
1540	6.0500e+00	3.6883e-04	7.0770e-01
1550	6.0885e+00	3.1521e-04	7.0869e-01
1560	6.1269e+00	2.7727e-04	7.0895e-01
1570	6.1654e+00	5.3629e-04	7.1118e-01
1580	6.2038e+00	4.0995e-04	7.0904e-01
1590	6.2423e+00	7.1041e-04	7.1230e-01
1600	6.2808e+00	-1.2690e-05	7.1220e-01
1610	6.3192e+00	4.7568e-04	7.1224e-01
1620	6.3577e+00	1.1323e-04	7.1501e-01
1630	6.3962e+00	-4.5882e-04	7.1385e-01
1640	6.4346e+00	4.6770e-05	7.1602e-01
1650	6.4731e+00	-9.2497e-04	7.1509e-01
1660	6.5115e+00	6.7664e-05	7.1478e-01
1670	6.5500e+00	-6.4841e-04	7.1691e-01
1680	6.5885e+00	-1.0573e-04	7.1759e-01
1690	6.6269e+00	-4.0866e-04	7.1968e-01
1700	6.6654e+00	-5.8166e-04	7.1827e-01
1710	6.7038e+00	-5.5767e-04	7.1759e-01
1720	6.7423e+00	-3.1398e-04	7.1924e-01
1730	6.7808e+00	-8.5949e-04	7.2080e-01
1740	6.8192e+00	-6.7265e-04	7.2031e-01
1750	6.8577e+00	-8.5675e-04	7.1986e-01
1760	6.8962e+00	-7.3601e-04	7.2153e-01
1770	6.9346e+00	-3.9185e-04	7.2311e-01
1780	6.9731e+00	-1.1753e-03	7.2181e-01
1790	7.0115e+00	-1.1858e-03	7.2153e-01
1800	7.0500e+00	-1.0992e-03	7.2346e-01
1810	7.0885e+00	-1.3488e-03	7.2269e-01
1820	7.1269e+00	-2.7541e-04	7.2477e-01
1830	7.1654e+00	-1.1093e-03	7.2494e-01
1840	7.2038e+00	-8.3299e-04	7.2811e-01
1850	7.2423e+00	-1.0070e-03	7.2454e-01
1860	7.2808e+00	-1.4688e-03	7.2325e-01
1870	7.3192e+00	-1.7250e-03	7.2401e-01
1880	7.3577e+00	-1.3880e-03	7.2806e-01
1890	7.3962e+00	-2.0090e-03	7.2538e-01
1900	7.4346e+00	-1.5105e-03	7.2784e-01
1910	7.4731e+00	-2.0466e-03	7.2706e-01
1920	7.5115e+00	-1.1982e-03	7.3234e-01
1930	7.5500e+00	-1.6092e-03	7.2982e-01
1940	7.5885e+00	-1.9345e-03	7.2835e-01
1950	7.6269e+00	-2.6400e-03	7.2768e-01
1960	7.6654e+00	-1.8193e-03	7.2818e-01
1970	7.7038e+00	-1.0627e-03	7.3067e-01
1980	7.7423e+00	-1.5668e-03	7.3296e-01
1990	7.7808e+00	-2.3759e-03	7.3109e-01
2000	7.8192e+00	-2.1875e-03	7.3090e-01
2010	7.8577e+00	-1.9266e-03	7.3190e-01
2020	7.8962e+00	-2.5882e-03	7.2890e-01
2030	7.9346e+00	-2.5347e-03	7.3225e-01
2040	7.9731e+00	-2.4878e-03	7.3287e-01
2050	8.0115e+00	-2.5060e-03	7.2980e-01
2060	8.0500e+00	-3.0638e-03	7.3297e-01
2070	8.0885e+00	-2.1818e-03	7.3392e-01
2080	8.1269e+00	-2.2723e-03	7.3243e-01
2090	8.1654e+00	-2.2501e-03	7.3491e-01
2100	8.2038e+00	-2.9081e-03	7.3552e-01
2110	8.2423e+00	-2.9463e-03	7.3287e-01
2120	8.2808e+00	-2.5933e-03	7.3443e-01
2130	8.3192e+00	-2.1212e-03	7.3615e-01
2140	8.3577e+00	-3.3199e-03	7.3536e-01
2150	8.3962e+00	-3.0878e-03	7.3504e-01
2160	8.4346e+00	-2.6492e-03	7.3628e-01
2170	8.4731e+00	-2.7077e-03	7.3720e-01
2180	8.5115e+00	-2.9959e-03	7.3478e-01
2190	8.5500e+00	-2.9335e-03	7.3808e-01
2200	8.5885e+00	-2.9831e-03	7.3913e-01
2210	8.6269e+00	-2.3089e-03	7.4255e-01
2220	8.6654e+00	-2.3750e-03	7.3843e-01
2230	8.7038e+00	-3.6419e-03	7.3698e-01
2240	8.7423e+00	-3.0848e-03	7.3746e-01
2250	8.7808e+00	-3.2529e-03	7.3560e-01
2260	8.8192e+00	-3.4938e-03	7.3793e-01
2270	8.8577e+00	-3.2960e-03	7.3912e-01
2280	8.8962e+00	-3.2170e-03	7.3877e-01
2290	8.9346e+00	-3.7519e-03	7.3792e-01
2300	8.9731e+00	-3.1138e-03	7.4145e-01
2310	9.0115e+00	-3.6019e-03	7.3988e-01
2320	9.0500e+00	-3.1301e-03	7.4199e-01
2330	9.0885e+00	-3.0483e-03	7.4256e-01
2340	9.1269e+00	-3.8499e-03	7.4625e-01
2350	9.1654e+00	-2.7211e-03	7.4204e-01
2360	9.2038e+00	-3.9048e-03	7.4012e-01
2370	9.2423e+00	-3.1457e-03	7.4040e-01
2380	9.2808e+00	-3.4237e-03	7.4222e-01
2390	9.3192e+00	-3.5030e-03	7.4214e-01
2400	9.3577e+00	-3.9643e-03	7.4414e-01
2410	9.3962e+00	-3.2468e-03	7.4030e-01
2420	9.4346e+00	-3.7619e-03	7.4243e-01
2430	9.4731e+00	-3.5089e-03	7.4475e-01
2440	9.5115e+00	-3.4691e-03	7.4484e-01
2450	9.5500e+00	-3.5752e-03	7.4312e-01
2460	9.5885e+00	-3.1314e-03	7.4555e-01
2470	9.6269e+00	-3.8737e-03	7.4559e-01
2480	9.6654e+00	-4.6068e-03	7.4428e-01
2490	9.7038e+00	-3.9019e-03	7.4497e-01
2500	9.7423e+00	-3.4062e-03	7.4472e-01
2510	9.7808e+00	-3.7952e-03	7.4589e-01
2520	9.8192e+00	-4.2295e-03	7.4391e-01
2530	9.8577e+00	-3.6710e-03	7.4366e-01
2540	9.8962e+00	-3.5207e-03	7.4745e-01
2550	9.9346e+00	-4.3324e-03	7.4494e-01
2560	9.9731e+00	-4.0486e-03	7.4839e-01
2570	1.0012e+01	-4.2371e-03	7.4829e-01
2580	1.0050e+01	-3.7969e-03	7.4627e-01
2590	1.0088e+01	-4.3170e-03	7.4725e-01
2600	1.0127e+01	-4.0874e-03	7.4498e-01
2610	1.0165e+01	-3.8951e-03	7.4705e-01
2620	1.0204e+01	-4.2375e-03	7.4663e-01
2630	1.0242e+01	-4.3522e-03	7.4730e-01
2640	1.0281e+01	-3.8273e-03	7.5089e-01
2650	1.0319e+01	-4.1420e-03	7.5023e-01
2660	1.0358e+01	-4.3184e-03	7.4806e-01
2670	1.0396e+01	-4.1664e-03	7.4897e-01
2680	1.0435e+01	-5.0691e-03	7.4600e-01
2690	1.0473e+01	-4.9835e-03	7.4764e-01
2700	1.0512e+01	-4.2524e-03	7.5189e-01
2710	1.0550e+01	-4.2994e-03	7.4862e-01
2720	1.0588e+01	-4.6555e-03	7.4628e-01
2730	1.0627e+01	-4.2943e-03	7.5263e-01
2740	1.0665e+01	-4.2540e-03	7.4894e-01
2750	1.0704e+01	-4.8599e-03	7.4804e-01
2760	1.0742e+01	-4.2111e-03	7.5073e-01
2770	1.0781e+01	-4.6147e-03	7.5352e-01
2780	1.0819e+01	-5.4346e-03	7.4970e-01
2790	1.0858e+01	-4.2810e-03	7.4955e-01
2800	1.0896e+01	-4.5009e-03	7.5016e-01
2810	1.0935e+01	-4.6936e-03	7.4751e-01
2820	1.0973e+01	-3.9680e-03	7.5251e-01
2830	1.1012e+01	-4.9875e-03	7.5048e-01
2840	1.1050e+01	-5.2142e-03	7.5087e-01
2850	1.1088e+01	-4.3308e-03	7.5460e-01
2860	1.1127e+01	-5.5639e-03	7.5151e-01
2870	1.1165e+01	-5.0432e-03	7.5080e-01
2880	1.1204e+01	-4.5067e-03	7.5141e-01
2890	1.1242e+01	-4.9467e-03	7.5379e-01
2900	1.1281e+01	-5.3065e-03	7.5128e-01
2910	1.1319e+01	-4.9576e-03	7.5275e-01
2920	1.1358e+01	-4.8808e-03	7.5163e-01
2930	1.1396e+01	-4.6721e-03	7.5187e-01
2940	1.1435e+01	-4.8967e-03	7.5390e-01
2950	1.1473e+01	-4.7944e-03	7.5326e-01
2960	1.1512e+01	-4.8857e-03	7.5312e-01
2970	1.1550e+01	-5.0976e-03	7.5488e-01
2980	1.1588e+01	-5.4437e-03	7.5297e-01
2990	1.1627e+01	-4.7805e-03	7.5407e-01
3000	1.1665e+01	-5.0580e-03	7.5243e-01
3010	1.1704e+01	-5.1712e-03	7.4942e-01
3020	1.1742e+01	-4.7683e-03	7.5386e-01
3030	1.1781e+01	-5.1812e-03	7.5278e-01
3040	1.1819e+01	-5.0549e-03	7.5233e-01
3050	1.1858e+01	-5.4077e-03	7.5485e-01
3060	1.1896e+01	-4.9313e-03	7.5474e-01
3070	1.1935e+01	-5.0146e-03	7.5483e-01
3080	1.1973e+01	-5.1504e-03	7.5388e-01
3090	1.2012e+01	-4.8892e-03	7.5806e-01
3100	1.2050e+01	-5.2808e-03	7.5127e-01
3110	1.2088e+01	-5.6299e-03	7.5284e-01
3120	1.2127e+01	-5.0854e-03	7.5265e-01
3130	1.2165e+01	-6.1354e-03	7.5199e-01
3140	1.2204e+01	-5.0890e-03	7.5926e-01
3150	1.2242e+01	-5.2997e-03	7.5485e-01
3160	1.2281e+01	-4.8873e-03	7.5509e-01
3170	1.2319e+01	-5.0641e-03	7.5571e-01
3180	1.2358e+01	-4.6345e-03	7.5576e-01
3190	1.2396e+01	-5.1442e-03	7.5422e-01
3200	1.2435e+01	-4.3696e-03	7.5934e-01
3210	1.2473e+01	-5.2302e-03	7.5399e-01
3220	1.2512e+01	-5.8060e-03	7.5308e-01
3230	1.2550e+01	-5.3972e-03	7.5670e-01
3240	1.2588e+01	-6.0399e-03	7.5394e-01
3250	1.2627e+01	-5.1698e-03	7.5608e-01
3260	1.2665e+01	-4.9743e-03	7.5473e-01
3270	1.2704e+01	-5.4811e-03	7.5729e-01
3280	1.2742e+01	-5.7186e-03	7.5382e-01
3290	1.2781e+01	-5.9658e-03	7.5457e-01
3300	1.2819e+01	-5.0797e-03	7.5613e-01
3310	1.2858e+01	-6.0842e-03	7.5311e-01
3320	1.2896e+01	-5.2642e-03	7.5772e-01
3330	1.2935e+01	-5.0483e-03	7.5738e-01
3340	1.2973e+01	-5.8104e-03	7.5372e-01
3350	1.3012e+01	-5.3251e-03	7.5862e-01
3360	1.3050e+01	-5.1901e-03	7.5841e-01
3370	1.3088e+01	-6.0099e-03	7.5037e-01
3380	1.3127e+01	-4.8991e-03	7.5667e-01
3390	1.3165e+01	-5.4116e-03	7.5470e-01
3400	1.3204e+01	-4.7434e-03	7.5501e-01
3410	1.3242e+01	-5.3432e-03	7.6026e-01
3420	1.3281e+01	-5.1802e-03	7.5729e-01
3430	1.3319e+01	-5.5535e-03	7.5736e-01
3440	1.3358e+01	-5.1344e-03	7.5838e-01
3450	1.3396e+01	-5.7186e-03	7.5390e-01
3460	1.3435e+01	-5.8126e-03	7.5899e-01
3470	1.3473e+01	-5.1567e-03	7.5995e-01
3480	1.3512e+01	-5.4470e-03	7.5660e-01
3490	1.3550e+01	-6.2954e-03	7.5470e-01
3500	1.3588e+01	-5.2412e-03	7.5896e-01
3510	1.3627e+01	-5.3149e-03	7.5569e-01
3520	1.3665e+01	-5.5445e-03	7.5651e-01
3530	1.3704e+01	-5.5133e-03	7.5850e-01
3540	1.3742e+01	-5.6628e-03	7.5676e-01
3550	1.3781e+01	-5.5933e-03	7.5918e-01
3560	1.3819e+01	-5.2203e-03	7.5729e-01
3570	1.3858e+01	-5.7022e-03	7.5501e-01
3580	1.3896e+01	-5.5316e-03	7.5618e-01
3590	1.3935e+01	-6.1109e-03	7.5939e-01
3600	1.3973e+01	-5.7125e-03	7.5691e-01
3610	1.4012e+01	-5.6560e-03	7.5823e-01
3620	1.4050e+01	-5.8034e-03	7.5859e-01
3630	1.4088e+01	-5.7811e-03	7.5543e-01
3640	1.4127e+01	-5.7882e-03	7.5893e-01
3650	1.4165e+01	-5.0595e-03	7.6348e-01
3660	1.4204e+01	-5.8344e-03	7.5623e-01
3670	1.4242e+01	-5.7212e-03	7.5710e-01
3680	1.4281e+01	-5.5337e-03	7.5985e-01
3690	1.4319e+01	-6.6323e-03	7.5811e-01
3700	1.4358e+01	-6.3486e-03	7.5528e-01
3710	1.4396e+01	-5.8457e-03	7.5768e-01
3720	1.4435e+01	-5.6324e-03	7.5739e-01
3730	1.4473e+01	-6.1632e-03	7.5726e-01
3740	1.4512e+01	-5.4708e-03	7.6228e-01
3750	1.4550e+01	-6.2396e-03	7.5755e-01
3760	1.4588e+01	-5.8329e-03	7.5920e-01
3770	1.4627e+01	-5.9426e-03	7.5926e-01
3780	1.4665e+01	-5.7965e-03	7.5703e-01
3790	1.4704e+01	-5.3616e-03	7.5729e-01
3800	1.4742e+01	-6.0930e-03	7.5743e-01
3810	1.4781e+01	-5.9154e-03	7.5908e-01
3820	1.4819e+01	-5.9440e-03	7.5870e-01
3830	1.4858e+01	-5.8377e-03	7.5831e-01
3840	1.4896e+01	-6.1592e-03	7.5602e-01
3850	1.4935e+01	-5.3716e-03	7.6146e-01
3860	1.4973e+01	-6.4595e-03	7.5926e-01
3870	1.5012e+01	-6.2548e-03	7.5970e-01
3880	1.5050e+01	-6.6047e-03	7.6226e-01
3890	1.5088e+01	-6.2152e-03	7.5989e-01
3900	1.5127e+01	-5.8613e-03	7.5984e-01
3910	1.5165e+01	-6.3713e-03	7.5863e-01
3920	1.5204e+01	-6.0374e-03	7.6000e-01
3930	1.5242e+01	-5.6761e-03	7.6124e-01
3940	1.5281e+01	-5.9663e-03	7.6081e-01
3950	1.5319e+01	-6.0072e-03	7.5953e-01
3960	1.5358e+01	-6.7618e-03	7.5912e-01
3970	1.5396e+01	-5.4737e-03	7.6526e-01
3980	1.5435e+01	-6.2135e-03	7.5659e-01
3990	1.5473e+01	-6.7533e-03	7.5902e-01
4000	1.5512e+01	-5.6375e-03	7.6092e-01
4010	1.5550e+01	-5.4664e-03	7.6095e-01
4020	1.5588e+01	-5.8555e-03	7.5860e-01
4030	1.5627e+01	-6.8098e-03	7.5794e-01
4040	1.5665e+01	-5.3773e-03	7.6067e-01
4050	1.5704e+01	-7.0035e-03	7.5794e-01
4060	1.5742e+01	-5.8762e-03	7.6057e-01
4070	1.5781e+01	-5.1451e-03	7.6447e-01
4080	1.5819e+01	-6.7257e-03	7.5786e-01
4090	1.5858e+01	-5.4907e-03	7.6325e-01
4100	1.5896e+01	-6.0986e-03	7.6172e-01
4110	1.5935e+01	-6.4142e-03	7.5997e-01
4120	1.5973e+01	-5.5461e-03	7.6307e-01
4130	1.6012e+01	-6.2912e-03	7.6012e-01
4140	1.6050e+01	-5.6319e-03	7.6310e-01
4150	1.6088e+01	-6.0934e-03	7.5973e-01
4160	1.6127e+01	-5.7580e-03	7.6028e-01
4170	1.6165e+01	-6.5713e-03	7.5629e-01
4180	1.6204e+01	-6.5401e-03	7.6079e-01
4190	1.6242e+01	-5.8980e-03	7.5897e-01
4200	1.6281e+01	-6.3137e-03	7.6071e-01
4210	1.6319e+01	-7.1089e-03	7.5906e-01
4220	1.6358e+01	-6.0412e-03	7.6404e-01
4230	1.6396e+01	-6.0431e-03	7.5958e-01
4240	1.6435e+01	-6.4503e-03	7.5989e-01
4250	1.6473e+01	-6.0937e-03	7.6242e-01
4260	1.6512e+01	-6.3020e-03	7.5999e-01
4270	1.6550e+01	-6.3131e-03	7.6294e-01
4280	1.6588e+01	-6.1641e-03	7.6167e-01
4290	1.6627e+01	-5.5691e-03	7.6307e-01
4300	1.6665e+01	-5.9314e-03	7.6133e-01
4310	1.6704e+01	-6.0727e-03	7.6286e-01
4320	1.6742e+01	-5.8781e-03	7.6270e-01
4330	1.6781e+01	-6.3665e-03	7.6045e-01
4340	1.6819e+01	-6.1932e-03	7.6058e-01
4350	1.6858e+01	-7.1569e-03	7.5792e-01
4360	1.6896e+01	-5.8526e-03	7.5805e-01
4370	1.6935e+01	-6.5362e-03	7.6082e-01
4380	1.6973e+01	-6.1547e-03	7.6150e-01
4390	1.7012e+01	-6.5789e-03	7.5993e-01
4400	1.7050e+01	-6.9114e-03	7.5880e-01
4410	1.7088e+01	-5.6495e-03	7.6412e-01
4420	1.7127e+01	-7.1502e-03	7.5779e-01
4430	1.7165e+01	-5.8381e-03	7.6178e-01
4440	1.7204e+01	-7.5302e-03	7.6033e-01
4450	1.7242e+01	-6.4494e-03	7.6145e-01
4460	1.7281e+01	-6.0744e-03	7.6374e-01
4470	1.7319e+01	-6.6011e-03	7.6036e-01
4480	1.7358e+01	-6.6347e-03	7.6252e-01
4490	1.7396e+01	-6.4420e-03	7.6010e-01
4500	1.7435e+01	-6.1410e-03	7.6479e-01
4510	1.7473e+01	-6.4720e-03	7.6129e-01
4520	1.7512e+01	-6.0196e-03	7.6062e-01
4530	1.7550e+01	-6.7633e-03	7.5950e-01
4540	1.7588e+01	-6.4846e-03	7.6133e-01
4550	1.7627e+01	-5.9545e-03	7.6302e-01
4560	1.7665e+01	-6.4144e-03	7.6268e-01
4570	1.7704e+01	-6.2761e-03	7.6290e-01
4580	1.7742e+01	-6.2928e-03	7.6260e-01
4590	1.7781e+01	-6.8440e-03	7.6201e-01
4600	1.7819e+01	-7.3032e-03	7.6089e-01
4610	1.7858e+01	-6.3554e-03	7.6419e-01
4620	1.7896e+01	-6.6344e-03	7.6223e-01
4630	1.7935e+01	-6.2135e-03	7.6196e-01
4640	1.7973e+01	-6.1940e-03	7.6508e-01
4650	1.8012e+01	-5.7955e-03	7.6256e-01
4660	1.8050e+01	-6.9589e-03	7.6195e-01
4670	1.8088e+01	-6.9597e-03	7.6016e-01
4680	1.8127e+01	-6.8397e-03	7.6185e-01
4690	1.8165e+01	-5.8992e-03	7.6209e-01
4700	1.8204e+01	-6.9576e-03	7.6151e-01
4710	1.8242e+01	-6.0077e-03	7.6492e-01
4720	1.8281e+01	-6.2925e-03	7.6196e-01
4730	1.8319e+01	-6.3942e-03	7.6285e-01
4740	1.8358e+01	-5.7051e-03	7.6331e-01
4750	1.8396e+01	-7.0353e-03	7.6545e-01
4760	1.8435e+01	-7.4594e-03	7.5845e-01
4770	1.8473e+01	-5.8831e-03	7.6139e-01
4780	1.8512e+01	-6.9316e-03	7.6284e-01
4790	1.8550e+01	-6.6935e-03	7.6217e-01
4800	1.8588e+01	-6.6666e-03	7.6292e-01
4810	1.8627e+01	-7.0739e-03	7.6509e-01
4820	1.8665e+01	-6.2096e-03	7.6189e-01
4830	1.8704e+01	-6.2025e-03	7.6393e-01
4840	1.8742e+01	-5.8756e-03	7.6393e-01
4850	1.8781e+01	-6.8986e-03	7.6162e-01
4860	1.8819e+01	-6.0939e-03	7.6151e-01
4870	1.8858e+01	-6.3597e-03	7.6452e-01
4880	1.8896e+01	-7.0148e-03	7.6234e-01
4890	1.8935e+01	-6.1805e-03	7.6273e-01
4900	1.8973e+01	-6.5422e-03	7.6189e-01
4910	1.9012e+01	-6.2336e-03	7.6223e-01
4920	1.9050e+01	-6.4360e-03	7.5804e-01
4930	1.9088e+01	-6.5075e-03	7.6106e-01
4940	1.9125e+01	-6.7862e-03	7.5946e-01
4950	1.9162e+01	-7.1065e-03	7.5357e-01
4960	1.9197e+01	-2.0935e-02	6.4225e-01
4970	1.9232e+01	-6.3128e-03	7.6369e-01
4980	1.9269e+01	-5.7105e-03	7.6273e-01
4990	1.9304e+01	-1.1285e-02	7.1853e-01
5000	1.9339e+01	-7.2370e-03	7.5982e-01
5010	1.9377e+01	-6.4304e-03	7.6256e-01
5020	1.9412e+01	-7.5371e-03	7.4291e-01
5030	1.9447e+01	-4.2180e-03	7.9902e-01
5040	1.9482e+01	-7.7781e-03	7.5728e-01
